0.100000 16.101788 16.455920 16.678658 16.189741 16.009769
0.200000 16.392918 16.042604 16.240301 16.334465 16.256355
0.300000 15.982993 16.119599 16.569297 15.968654 16.035014
0.400000 16.108574 15.979193 16.434147 16.214585 16.515750
0.500000 16.147379 16.061409 16.767741 15.934068 16.323877
0.600000 16.220935 15.914167 16.384355 16.329350 15.860221
0.700000 16.092963 16.215588 16.391040 16.093522 16.062093
0.800000 16.108912 16.301673 16.361502 16.489931 16.190765
0.900000 16.247925 16.237889 17.081708 16.634307 16.640133
1.000000 15.923368 16.235622 16.675643 16.039688 15.815801
1.100000 14.723023 15.077502 14.994261 14.929679 14.692743
1.200000 12.957306 13.359159 13.637491 13.326677 13.106020
1.300000 11.416862 11.768942 11.849824 12.221775 11.951764
1.400000 10.276083 10.463464 10.337404 10.515370 10.529598
1.500000 8.952383 8.978608 9.208135 8.968816 8.980399
1.600000 8.098284 8.174330 8.270353 8.217618 7.969569
1.700000 7.211777 7.185269 7.410425 7.424581 7.329607
1.800000 6.644425 6.584755 6.786460 6.739352 6.683697
1.900000 6.344470 6.455640 6.556055 6.154047 6.287834
2.000000 5.873175 5.792763 5.940004 5.766950 5.795878
2.100000 5.445233 5.388459 5.766190 5.476764 5.601852
2.200000 5.198598 4.946484 5.008239 5.127897 5.032919
2.300000 4.612078 4.602296 4.692746 4.691718 4.823566
2.400000 4.366514 4.303225 4.396581 4.175615 4.169262
2.500000 4.003287 4.030591 4.119889 3.951029 3.964888
2.600000 3.616190 3.627455 3.725910 3.694815 3.716804
2.700000 3.271109 3.260098 3.497185 3.422672 3.248030
2.800000 3.099375 3.031291 3.088643 3.200898 3.306584
2.900000 2.978341 2.924130 2.639017 2.932433 2.787006
3.000000 2.548437 2.591626 2.642598 2.723997 2.639390
3.100000 2.344744 2.343084 2.375590 2.420634 2.425757
3.200000 2.243844 2.141191 2.287454 2.180073 2.211480
3.300000 1.953125 1.999373 1.967051 1.990706 1.940661
3.400000 1.630338 1.773892 1.911607 1.796385 1.762514
3.500000 1.400409 1.527596 1.489410 1.553901 1.577375
3.600000 1.433408 1.599538 1.437136 1.324548 1.447580
3.700000 1.183372 1.266021 1.287108 1.247096 1.168108
3.800000 1.244659 1.209383 1.287755 1.144294 1.220507
3.900000 1.050613 1.081168 1.178063 1.117930 1.156844
4.000000 0.883243 0.954412 0.864583 0.955840 0.885620
4.100000 0.808699 0.811155 0.840258 0.863960 0.838605
4.200000 0.778000 0.784806 0.813373 0.860568 0.730998
4.300000 0.702088 0.737989 0.641028 0.708406 0.687528
4.400000 0.642678 0.648079 0.650792 0.621516 0.590382
4.500000 0.549519 0.591597 0.624290 0.591861 0.611128
4.600000 0.548433 0.606092 0.556777 0.523616 0.524154
4.700000 0.445284 0.450380 0.516237 0.510745 0.448440
4.800000 0.423095 0.420035 0.422920 0.438681 0.453782
4.900000 0.418420 0.427965 0.434508 0.417890 0.420938
5.000000 0.410607 0.412228 0.414654 0.429497 0.431303
