0.047863 2.274062 2.197910 2.354454 2.163375 2.187152
0.050119 2.116705 2.159616 2.125810 2.139377 2.150516
0.052481 2.112462 2.144662 2.110443 2.102681 2.127517
0.054954 2.255399 2.091138 2.086543 2.086524 2.111359
0.057544 2.066333 2.086835 2.073859 2.065760 2.072165
0.060256 2.039583 2.046026 2.042652 2.037954 2.076790
0.063096 2.196096 2.038140 2.245301 2.090458 2.034103
0.066069 1.987920 2.008522 1.976338 1.983936 2.005766
0.069183 2.054113 1.968707 1.967661 1.950985 1.952539
0.072444 1.914039 1.907552 1.894488 1.900265 1.903769
0.075858 1.855056 1.871443 1.869292 1.841674 1.853097
0.079433 1.807145 1.828240 1.814334 1.801223 1.831748
0.083176 1.774912 2.040468 1.772615 1.791053 1.809481
0.087096 1.728212 1.704117 1.723521 1.701332 1.731813
0.091201 1.673530 1.681479 1.659208 1.682141 1.694403
0.095499 1.628479 1.624811 1.609857 1.608661 1.655524
0.100000 1.582335 1.581830 1.553397 1.574008 1.582749
0.104713 1.499606 1.501429 1.495916 1.517109 1.506261
0.109648 1.443512 1.440883 1.458496 1.454201 1.475449
0.114815 1.367545 1.393217 1.396125 1.371369 1.396956
0.120226 1.340965 1.383393 1.619461 1.356985 1.355651
0.125893 1.710407 1.850030 1.811835 1.460930 1.311335
0.131826 1.228322 1.241674 1.234231 1.260713 1.259092
0.138038 1.194094 1.176574 1.429154 1.330510 1.306773
0.144544 1.144453 1.192279 1.140079 1.158164 1.161189
0.151356 1.132215 1.100843 1.097837 1.119370 1.127008
0.158489 1.054754 1.092230 1.051068 1.038188 1.080784
0.165959 1.052568 1.043681 1.008685 1.014039 1.004803
0.173780 0.950684 0.961521 0.962608 0.947486 0.979420
0.181970 0.908749 0.930691 0.917210 0.920395 0.939993
0.190546 0.876658 0.883717 0.873402 0.873995 0.898012
0.199526 0.830402 0.833822 0.829936 0.830754 0.841446
0.208930 0.799950 0.788944 0.785728 0.784853 0.807377
0.218776 0.749672 0.758054 0.756105 0.751208 0.772661
0.229087 0.715736 0.719695 0.720857 0.710811 0.730304
0.239883 0.684154 0.688293 0.689980 0.673963 0.695439
0.251189 0.657346 0.662282 0.662128 0.618310 0.663382
0.263027 0.620815 0.619881 0.618039 0.619218 0.637330
0.275423 0.591372 0.585648 0.581065 0.577958 0.611513
0.288403 0.570013 0.554029 0.557460 0.562194 0.577974
0.301995 0.533026 0.536018 0.538660 0.540605 0.558587
0.316228 0.512278 0.514289 0.511512 0.508164 0.528440
0.331131 0.490818 0.484152 0.484471 0.479234 0.497950
0.346737 0.462572 0.464001 0.468357 0.464743 0.467763
0.363078 0.432189 0.434203 0.434749 0.434299 0.437561
0.380189 0.411960 0.404697 0.405215 0.408506 0.412896
0.398107 0.388935 0.393925 0.394558 0.388302 0.392422
0.416869 0.369631 0.364996 0.364586 0.364238 0.369797
0.436516 0.348667 0.351040 0.351142 0.350584 0.351560
0.457088 0.330342 0.330575 0.333051 0.332448 0.336413
0.478630 0.320171 0.320215 0.320668 0.317810 0.321538
0.501187 0.303338 0.303919 0.303646 0.303020 0.307126
0.524807 0.292105 0.292629 0.293704 0.289219 0.293800
0.549541 0.276359 0.277158 0.278003 0.293603 0.381754
0.575440 0.349840 0.349800 0.351630 0.366903 0.331530
0.602560 0.254383 0.255632 0.255607 0.254952 0.259732
0.630957 0.244606 0.244453 0.244867 0.244688 0.247324
0.660693 0.232580 0.232962 0.233015 0.231300 0.235097
0.691831 0.221445 0.221596 0.224077 0.223458 0.227273
0.724436 0.213884 0.214443 0.212132 0.211700 0.216352
0.758578 0.203200 0.203649 0.204962 0.204670 0.208490
0.794328 0.196011 0.195984 0.196389 0.195596 0.200073
0.831764 0.187697 0.187797 0.187190 0.186837 0.191513
0.870964 0.179730 0.179767 0.181035 0.180721 0.185015
0.912011 0.174347 0.174749 0.174709 0.173649 0.177356
0.954993 0.167574 0.167802 0.167813 0.167079 0.171347
1.000000 0.161491 0.161390 0.161943 0.161104 0.165215
1.047129 0.155419 0.155492 0.155866 0.155530 0.159821
1.096478 0.150144 0.149574 0.150043 0.149558 0.154309
1.148154 0.144873 0.144813 0.146459 0.145764 0.150317
1.202264 0.141360 0.141403 0.141889 0.141328 0.144804
1.258925 0.136492 0.136729 0.136893 0.136393 0.140692
1.318257 0.132724 0.132877 0.132371 0.132011 0.136133
1.380384 0.128408 0.128565 0.128800 0.128313 0.133194
1.445440 0.125067 0.125095 0.125327 0.124660 0.129830
1.513561 0.121362 0.121630 0.121376 0.120927 0.124772
1.584893 0.116086 0.116246 0.116683 0.116068 0.120364
1.659587 0.113180 0.113755 0.113924 0.113438 0.117428
1.737801 0.110223 0.110407 0.110766 0.110255 0.114352
1.819701 0.106990 0.107186 0.107509 0.106990 0.111570
1.905461 0.104086 0.104251 0.104574 0.103952 0.108700
